ListTitle,FieldTitle,FieldInternalName
Action Items,Unique Id,UniqueId
Action Items,Client Id,SyncClientId
Action Items,ProgId,ProgId
Action Items,ScopeId,ScopeId
Action Items,HTML File Type,HTML_x0020_File_x0020_Type
Action Items,Edit Menu Table Start,_EditMenuTableStart
Action Items,Edit Menu Table Start,_EditMenuTableStart2
Action Items,Edit Menu Table End,_EditMenuTableEnd
Action Items,Name,LinkFilenameNoMenu
Action Items,Name,LinkFilename
Action Items,Name,LinkFilename2
Action Items,Type,DocIcon
Action Items,Server Relative URL,ServerUrl
Action Items,Encoded Absolute URL,EncodedAbsUrl
Action Items,File Name,BaseName
Action Items,Property Bag,MetaInfo
Action Items,Level,_Level
Action Items,Is Current Version,_IsCurrentVersion
Action Items,Item Child Count,ItemChildCount
Action Items,Folder Child Count,FolderChildCount
Action Items,Restricted,Restricted
Action Items,Originator Id,OriginatorId
Action Items,NoExecute,NoExecute
Action Items,Content Version,ContentVersion
Action Items,Label setting,_ComplianceFlags
Action Items,Retention label,_ComplianceTag
Action Items,Retention label Applied,_ComplianceTagWrittenTime
Action Items,Label applied by,_ComplianceTagUserId
Action Items,Item is a Record,_IsRecord
Action Items,Access Policy,AccessPolicy
Action Items,VirusStatus,_VirusStatus
Action Items,VirusVendorID,_VirusVendorID
Action Items,VirusInfo,_VirusInfo
Action Items,App Created By,AppAuthor
Action Items,App Modified By,AppEditor
Action Items,Total Size,SMTotalSize
Action Items,Last Modified Date,SMLastModifiedDate
Action Items,Total File Stream Size,SMTotalFileStreamSize
Action Items,Total File Count,SMTotalFileCount
Action Items,Comment settings,_CommentFlags
Action Items,Comment count,_CommentCount
Change Management,Content Type ID,ContentTypeId
Change Management,Title,Title
Change Management,Approval Status,_ModerationStatus
Change Management,Approver Comments,_ModerationComments
Change Management,File Type,File_x0020_Type
Change Management,Compliance Asset Id,ComplianceAssetId
Change Management,WF Trigger,eaWFTrigger
Change Management,Alternate ID,eaID
Change Management,Description,eaDescription
Change Management,Criticality,eaCriticality
Change Management,Owner,eaOwner
Change Management,Coordinator or Secondary Owner,eaSecondaryOwner
Change Management,Date Identified,eaIdentifiedDate
Change Management,Pillar,eaPractice
Change Management,Project Area,eaProjectArea
Change Management,Category,eaTag
Change Management,Source,eaSource
Change Management,Estimated Cost,cmCost
Change Management,Reason for Change,eaRecommendation
Change Management,Impact Analysis,eaImpactAnalysis
Change Management,Change Disposition,cmDisposition
Change Management,Due Date,eaDueDate
Change Management,Implementation Status,cmImplementationStatus
Change Management,Closed Date,eaClosedDate
Change Management,Vendor,eaVendor
Change Management,Notes,eaNotes
Change Management,Related Issue ID,eaRelatedIssuesID
Change Management,Related Issue(s),eaRelatedIssues
Change Management,Related Risk ID,eaRelatedRisksID
Change Management,Related Risk(s),eaRelatedRisks
Change Management,Module,eaCohort
Change Management,Enterprise Impact,eaEnterprise
Change Management,Parent / Child Relationship,eaParentChild
Change Management,Resolution Notes,eaResolution
Change Management,Escalate?,eaEscalate
Change Management,Enterprise Keywords,TaxKeyword
Change Management,TaxKeywordTaxHTField,TaxKeywordTaxHTField
Change Management,Taxonomy Catch All Column,TaxCatchAll
Change Management,ID,ID
Change Management,Content Type,ContentType
Change Management,Modified,Modified
Change Management,Created,Created
Change Management,Created By,Author
Change Management,Modified By,Editor
Change Management,Has Copy Destinations,_HasCopyDestinations
Change Management,Copy Source,_CopySource
Change Management,owshiddenversion,owshiddenversion
Change Management,Workflow Version,WorkflowVersion
Change Management,UI Version,_UIVersion
Change Management,Version,_UIVersionString
Change Management,Attachments,Attachments
Change Management,Edit,Edit
Change Management,Title,LinkTitleNoMenu
Change Management,Title,LinkTitle
Change Management,Title,LinkTitle2
Change Management,Select,SelectTitle
Change Management,Instance ID,InstanceID
Change Management,Order,Order
Change Management,GUID,GUID
Change Management,Workflow Instance ID,WorkflowInstanceID
Change Management,URL Path,FileRef
Change Management,Path,FileDirRef
Change Management,Modified,Last_x0020_Modified
Change Management,Created,Created_x0020_Date
Change Management,Item Type,FSObjType
Change Management,Sort Type,SortBehavior
Change Management,Effective Permissions Mask,PermMask
Change Management,Principal Count,PrincipalCount
Change Management,Name,FileLeafRef
Change Management,Unique Id,UniqueId
Change Management,Client Id,SyncClientId
Change Management,ProgId,ProgId
Change Management,ScopeId,ScopeId
Change Management,HTML File Type,HTML_x0020_File_x0020_Type
Change Management,Edit Menu Table Start,_EditMenuTableStart
Change Management,Edit Menu Table Start,_EditMenuTableStart2
Change Management,Edit Menu Table End,_EditMenuTableEnd
Change Management,Name,LinkFilenameNoMenu
Change Management,Name,LinkFilename
Change Management,Name,LinkFilename2
Change Management,Type,DocIcon
Change Management,Server Relative URL,ServerUrl
Change Management,Encoded Absolute URL,EncodedAbsUrl
Change Management,File Name,BaseName
Change Management,Property Bag,MetaInfo
Change Management,Level,_Level
Change Management,Is Current Version,_IsCurrentVersion
Change Management,Item Child Count,ItemChildCount
Change Management,Folder Child Count,FolderChildCount
Change Management,Restricted,Restricted
Change Management,Originator Id,OriginatorId
Change Management,NoExecute,NoExecute
Change Management,Content Version,ContentVersion
Change Management,Label setting,_ComplianceFlags
Change Management,Retention label,_ComplianceTag
Change Management,Retention label Applied,_ComplianceTagWrittenTime
Change Management,Label applied by,_ComplianceTagUserId
Change Management,Item is a Record,_IsRecord
Change Management,Access Policy,AccessPolicy
Change Management,VirusStatus,_VirusStatus
Change Management,VirusVendorID,_VirusVendorID
Change Management,VirusInfo,_VirusInfo
Change Management,App Created By,AppAuthor
Change Management,App Modified By,AppEditor
Change Management,Total Size,SMTotalSize
Change Management,Last Modified Date,SMLastModifiedDate
Change Management,Total File Stream Size,SMTotalFileStreamSize
Change Management,Total File Count,SMTotalFileCount
Change Management,Comment settings,_CommentFlags
Change Management,Comment count,_CommentCount
Composed Looks,ID,ID
Composed Looks,Content Type ID,ContentTypeId
Composed Looks,Content Type,ContentType
Composed Looks,Title,Title
Composed Looks,Modified,Modified
Composed Looks,Created,Created
Composed Looks,Created By,Author
Composed Looks,Modified By,Editor
Composed Looks,Has Copy Destinations,_HasCopyDestinations
Composed Looks,Copy Source,_CopySource
Composed Looks,owshiddenversion,owshiddenversion
Composed Looks,Workflow Version,WorkflowVersion
Composed Looks,UI Version,_UIVersion
Composed Looks,Version,_UIVersionString
Composed Looks,Attachments,Attachments
Composed Looks,Approval Status,_ModerationStatus
Composed Looks,Approver Comments,_ModerationComments
Composed Looks,Edit,Edit
Composed Looks,Title,LinkTitleNoMenu
Composed Looks,Title,LinkTitle
Composed Looks,Title,LinkTitle2
Composed Looks,Select,SelectTitle
Composed Looks,Instance ID,InstanceID
Composed Looks,Order,Order
Composed Looks,GUID,GUID
Composed Looks,Workflow Instance ID,WorkflowInstanceID
Composed Looks,URL Path,FileRef
Composed Looks,Path,FileDirRef
Composed Looks,Modified,Last_x0020_Modified
Composed Looks,Created,Created_x0020_Date
Composed Looks,Item Type,FSObjType
Composed Looks,Sort Type,SortBehavior
Composed Looks,Effective Permissions Mask,PermMask
Composed Looks,Principal Count,PrincipalCount
Composed Looks,Name,FileLeafRef
Composed Looks,Unique Id,UniqueId
Composed Looks,Client Id,SyncClientId
Composed Looks,ProgId,ProgId
Composed Looks,ScopeId,ScopeId
Composed Looks,File Type,File_x0020_Type
Composed Looks,HTML File Type,HTML_x0020_File_x0020_Type
Composed Looks,Edit Menu Table Start,_EditMenuTableStart
Composed Looks,Edit Menu Table Start,_EditMenuTableStart2
Composed Looks,Edit Menu Table End,_EditMenuTableEnd
Composed Looks,Name,LinkFilenameNoMenu
Composed Looks,Name,LinkFilename
Composed Looks,Name,LinkFilename2
Composed Looks,Type,DocIcon
Composed Looks,Server Relative URL,ServerUrl
Composed Looks,Encoded Absolute URL,EncodedAbsUrl
Composed Looks,File Name,BaseName
Composed Looks,Property Bag,MetaInfo
Composed Looks,Level,_Level
Composed Looks,Is Current Version,_IsCurrentVersion
Composed Looks,Item Child Count,ItemChildCount
Composed Looks,Folder Child Count,FolderChildCount
Composed Looks,Restricted,Restricted
Composed Looks,Originator Id,OriginatorId
Composed Looks,NoExecute,NoExecute
Composed Looks,Content Version,ContentVersion
Composed Looks,Label setting,_ComplianceFlags
Composed Looks,Retention label,_ComplianceTag
Composed Looks,Retention label Applied,_ComplianceTagWrittenTime
Composed Looks,Label applied by,_ComplianceTagUserId
Composed Looks,Item is a Record,_IsRecord
Composed Looks,Access Policy,AccessPolicy
Composed Looks,VirusStatus,_VirusStatus
Composed Looks,VirusVendorID,_VirusVendorID
Composed Looks,VirusInfo,_VirusInfo
Composed Looks,App Created By,AppAuthor
Composed Looks,App Modified By,AppEditor
Composed Looks,Total Size,SMTotalSize
Composed Looks,Last Modified Date,SMLastModifiedDate
Composed Looks,Total File Stream Size,SMTotalFileStreamSize
Composed Looks,Total File Count,SMTotalFileCount
Composed Looks,Compliance Asset Id,ComplianceAssetId
Composed Looks,Name,Name
Composed Looks,Master Page URL,MasterPageUrl
Composed Looks,Theme URL,ThemeUrl
Composed Looks,Image URL,ImageUrl
Composed Looks,Font Scheme URL,FontSchemeUrl
Composed Looks,Display Order,DisplayOrder
Decisions,Content Type ID,ContentTypeId
Decisions,Title,Title
Decisions,Approval Status,_ModerationStatus
Decisions,Approver Comments,_ModerationComments
Decisions,File Type,File_x0020_Type
Decisions,Compliance Asset Id,ComplianceAssetId
Decisions,WF Trigger,eaWFTrigger
Decisions,Decision Type,dlDecisionType
Decisions,Description,eaDescription
Decisions,Alternate ID,eaID
Decisions,Project Area,eaProjectArea
Decisions,Category,eaTag
Decisions,Source,eaSource
Decisions,Pillar,eaPractice
Decisions,Owner,eaOwner
Decisions,Responsible Party,eaResponsible
Decisions,Decision Stakeholder(s),dlDecisionStakeholders
Decisions,Decision Date,eaIdentifiedDate
Decisions,Notes,eaNotes
Decisions,Decision Approval,Decision_x0020_Approval
Decisions,Module,eaCohort
Decisions,Enterprise Impact,eaEnterprise
Decisions,Parent / Child Relationship,eaParentChild
Decisions,Resolution Notes,eaResolution
Decisions,Escalate?,eaEscalate
Decisions,Enterprise Keywords,TaxKeyword
Decisions,TaxKeywordTaxHTField,TaxKeywordTaxHTField
Decisions,Taxonomy Catch All Column,TaxCatchAll
Decisions,Criticality,eaCriticality
Decisions,ID,ID
Decisions,Content Type,ContentType
Decisions,Modified,Modified
Decisions,Created,Created
Decisions,Created By,Author
Decisions,Modified By,Editor
Decisions,Has Copy Destinations,_HasCopyDestinations
Decisions,Copy Source,_CopySource
Decisions,owshiddenversion,owshiddenversion
Decisions,Workflow Version,WorkflowVersion
Decisions,UI Version,_UIVersion
Decisions,Version,_UIVersionString
Decisions,Attachments,Attachments
Decisions,Edit,Edit
Decisions,Title,LinkTitleNoMenu
Decisions,Title,LinkTitle
Decisions,Title,LinkTitle2
Decisions,Select,SelectTitle
Decisions,Instance ID,InstanceID
Decisions,Order,Order
Decisions,GUID,GUID
Decisions,Workflow Instance ID,WorkflowInstanceID
Decisions,URL Path,FileRef
Decisions,Path,FileDirRef
Decisions,Modified,Last_x0020_Modified
Decisions,Created,Created_x0020_Date
Decisions,Item Type,FSObjType
Decisions,Sort Type,SortBehavior
Decisions,Effective Permissions Mask,PermMask
Decisions,Principal Count,PrincipalCount
Decisions,Name,FileLeafRef
Decisions,Unique Id,UniqueId
Decisions,Client Id,SyncClientId
Decisions,ProgId,ProgId
Decisions,ScopeId,ScopeId
Decisions,HTML File Type,HTML_x0020_File_x0020_Type
Decisions,Edit Menu Table Start,_EditMenuTableStart
Decisions,Edit Menu Table Start,_EditMenuTableStart2
Decisions,Edit Menu Table End,_EditMenuTableEnd
Decisions,Name,LinkFilenameNoMenu
Decisions,Name,LinkFilename
Decisions,Name,LinkFilename2
Decisions,Type,DocIcon
Decisions,Server Relative URL,ServerUrl
Decisions,Encoded Absolute URL,EncodedAbsUrl
Decisions,File Name,BaseName
Decisions,Property Bag,MetaInfo
Decisions,Level,_Level
Decisions,Is Current Version,_IsCurrentVersion
Decisions,Item Child Count,ItemChildCount
Decisions,Folder Child Count,FolderChildCount
Decisions,Restricted,Restricted
Decisions,Originator Id,OriginatorId
Decisions,NoExecute,NoExecute
Decisions,Content Version,ContentVersion
Decisions,Label setting,_ComplianceFlags
Decisions,Retention label,_ComplianceTag
Decisions,Retention label Applied,_ComplianceTagWrittenTime
Decisions,Label applied by,_ComplianceTagUserId
Decisions,Item is a Record,_IsRecord
Decisions,Access Policy,AccessPolicy
Decisions,VirusStatus,_VirusStatus
Decisions,VirusVendorID,_VirusVendorID
Decisions,VirusInfo,_VirusInfo
Decisions,App Created By,AppAuthor
Decisions,App Modified By,AppEditor
Decisions,Total Size,SMTotalSize
Decisions,Last Modified Date,SMLastModifiedDate
Decisions,Total File Stream Size,SMTotalFileStreamSize
Decisions,Total File Count,SMTotalFileCount
Decisions,Comment settings,_CommentFlags
Decisions,Comment count,_CommentCount
Deliverable Working Document Library,Content Type ID,ContentTypeId
Deliverable Working Document Library,Approver Comments,_ModerationComments
Deliverable Working Document Library,Name,FileLeafRef
Deliverable Working Document Library,Document Modified By,Modified_x0020_By
Deliverable Working Document Library,Document Created By,Created_x0020_By
Deliverable Working Document Library,File Type,File_x0020_Type
Deliverable Working Document Library,HTML File Type,HTML_x0020_File_x0020_Type
Deliverable Working Document Library,Source URL,_SourceUrl
Deliverable Working Document Library,Shared File Index,_SharedFileIndex
Deliverable Working Document Library,Compliance Asset Id,ComplianceAssetId
Deliverable Working Document Library,Title,Title
Deliverable Working Document Library,Template Link,TemplateUrl
Deliverable Working Document Library,HTML File Link,xd_ProgID
Deliverable Working Document Library,Is Signed,xd_Signature
Deliverable Working Document Library,Shortcut URL,_ShortcutUrl
Deliverable Working Document Library,Shortcut Site Id,_ShortcutSiteId
Deliverable Working Document Library,Shortcut Web Id,_ShortcutWebId
Deliverable Working Document Library,Shortcut Unique Id,_ShortcutUniqueId
Deliverable Working Document Library,Description,_ExtendedDescription
Deliverable Working Document Library,Artifact Identifier,eaID
Deliverable Working Document Library,Current Status,eaReviewStatus
Deliverable Working Document Library,Current Status Due Date,mgStatusDueDate
Deliverable Working Document Library,Approved Date,mgApprovedDate
Deliverable Working Document Library,Notes,eaNotes
Deliverable Working Document Library,Owner,eaOwner
Deliverable Working Document Library,Deliverable / Document Type,Deliverable_x0020__x002f__x0020_Document_x0020_Type
Deliverable Working Document Library,Invoice Iteration,Invoice_x0020_Iteration
Deliverable Working Document Library,PMO Vendor QC Reviewer,PMO_x0020_Vendor_x0020_QC_x0020_Reviewer
Deliverable Working Document Library,Vendor QC Reviewer,Vendor_x0020_QC_x0020_Reviewer
Deliverable Working Document Library,Archive,Archive
Deliverable Working Document Library,MediaServiceMetadata,MediaServiceMetadata
Deliverable Working Document Library,MediaServiceFastMetadata,MediaServiceFastMetadata
Deliverable Working Document Library,Trigger Flow Info,TriggerFlowInfo
Deliverable Working Document Library,ID,ID
Deliverable Working Document Library,Content Type,ContentType
Deliverable Working Document Library,Created,Created
Deliverable Working Document Library,Created By,Author
Deliverable Working Document Library,Modified,Modified
Deliverable Working Document Library,Modified By,Editor
Deliverable Working Document Library,Has Copy Destinations,_HasCopyDestinations
Deliverable Working Document Library,Copy Source,_CopySource
Deliverable Working Document Library,Approval Status,_ModerationStatus
Deliverable Working Document Library,URL Path,FileRef
Deliverable Working Document Library,Path,FileDirRef
Deliverable Working Document Library,Modified,Last_x0020_Modified
Deliverable Working Document Library,Created,Created_x0020_Date
Deliverable Working Document Library,File Size,File_x0020_Size
Deliverable Working Document Library,Item Type,FSObjType
Deliverable Working Document Library,Sort Type,SortBehavior
Deliverable Working Document Library,Effective Permissions Mask,PermMask
Deliverable Working Document Library,Principal Count,PrincipalCount
Deliverable Working Document Library,ID of the User who has the item Checked Out,CheckedOutUserId
Deliverable Working Document Library,Is Checked out to local,IsCheckedoutToLocal
Deliverable Working Document Library,Checked Out To,CheckoutUser
Deliverable Working Document Library,Unique Id,UniqueId
Deliverable Working Document Library,Client Id,SyncClientId
Deliverable Working Document Library,ProgId,ProgId
Deliverable Working Document Library,ScopeId,ScopeId
Deliverable Working Document Library,Virus Status,VirusStatus
Deliverable Working Document Library,Checked Out To,CheckedOutTitle
Deliverable Working Document Library,Check In Comment,_CheckinComment
Deliverable Working Document Library,Checked Out To,LinkCheckedOutTitle
Deliverable Working Document Library,Edit Menu Table Start,_EditMenuTableStart
Deliverable Working Document Library,Edit Menu Table Start,_EditMenuTableStart2
Deliverable Working Document Library,Edit Menu Table End,_EditMenuTableEnd
Deliverable Working Document Library,Name,LinkFilenameNoMenu
Deliverable Working Document Library,Name,LinkFilename
Deliverable Working Document Library,Name,LinkFilename2
Deliverable Working Document Library,Type,DocIcon
Deliverable Working Document Library,Server Relative URL,ServerUrl
Deliverable Working Document Library,Encoded Absolute URL,EncodedAbsUrl
Deliverable Working Document Library,Name,BaseName
Deliverable Working Document Library,File Size,FileSizeDisplay
Deliverable Working Document Library,Property Bag,MetaInfo
Deliverable Working Document Library,Level,_Level
Deliverable Working Document Library,Is Current Version,_IsCurrentVersion
Deliverable Working Document Library,Item Child Count,ItemChildCount
Deliverable Working Document Library,Folder Child Count,FolderChildCount
Deliverable Working Document Library,Restricted,Restricted
Deliverable Working Document Library,Originator Id,OriginatorId
Deliverable Working Document Library,NoExecute,NoExecute
Deliverable Working Document Library,Content Version,ContentVersion
Deliverable Working Document Library,Label setting,_ComplianceFlags
Deliverable Working Document Library,Retention label,_ComplianceTag
Deliverable Working Document Library,Retention label Applied,_ComplianceTagWrittenTime
Deliverable Working Document Library,Label applied by,_ComplianceTagUserId
Deliverable Working Document Library,Item is a Record,_IsRecord
Deliverable Working Document Library,BLOB Sequence Number,BSN
Deliverable Working Document Library,List Schema Version,_ListSchemaVersion
Deliverable Working Document Library,Dirty,_Dirty
Deliverable Working Document Library,Parsable,_Parsable
Deliverable Working Document Library,StubFile,_StubFile
Deliverable Working Document Library,HasEncryptedContent,_HasEncryptedContent
Deliverable Working Document Library,Access Policy,AccessPolicy
Deliverable Working Document Library,VirusStatus,_VirusStatus
Deliverable Working Document Library,VirusVendorID,_VirusVendorID
Deliverable Working Document Library,VirusInfo,_VirusInfo
Deliverable Working Document Library,Comment settings,_CommentFlags
Deliverable Working Document Library,Comment count,_CommentCount
Deliverable Working Document Library,Like count,_LikeCount
Deliverable Working Document Library,Rights Management Template Id,_RmsTemplateId
Deliverable Working Document Library,Sensitivity Label Id,_IpLabelId
Deliverable Working Document Library,Sensitivity,_DisplayName
Deliverable Working Document Library,Sensitivity Label Assignment Method,_IpLabelAssignmentMethod
Deliverable Working Document Library,A2OD Mount Count,A2ODMountCount
Deliverable Working Document Library,Expiration Date,_ExpirationDate
Deliverable Working Document Library,IpLabelHash,_IpLabelHash
Deliverable Working Document Library,App Created By,AppAuthor
Deliverable Working Document Library,App Modified By,AppEditor
Deliverable Working Document Library,Total Size,SMTotalSize
Deliverable Working Document Library,Last Modified Date,SMLastModifiedDate
Deliverable Working Document Library,Total File Stream Size,SMTotalFileStreamSize
Deliverable Working Document Library,Total File Count,SMTotalFileCount
Deliverable Working Document Library,Select,SelectTitle
Deliverable Working Document Library,Select,SelectFilename
Deliverable Working Document Library,Edit,Edit
Deliverable Working Document Library,owshiddenversion,owshiddenversion
Deliverable Working Document Library,UI Version,_UIVersion
Deliverable Working Document Library,Version,_UIVersionString
Deliverable Working Document Library,Instance ID,InstanceID
Deliverable Working Document Library,Order,Order
Deliverable Working Document Library,GUID,GUID
Deliverable Working Document Library,Workflow Version,WorkflowVersion
Deliverable Working Document Library,Workflow Instance ID,WorkflowInstanceID
Deliverable Working Document Library,Source Version (Converted Document),ParentVersionString
Deliverable Working Document Library,Source Name (Converted Document),ParentLeafName
Deliverable Working Document Library,Document Concurrency Number,DocConcurrencyNumber
Deliverable Working Document Library,Document Parent Identifier,ParentUniqueId
Deliverable Working Document Library,Document Stream Hash,StreamHash
Deliverable Working Document Library,Merge,Combine
Deliverable Working Document Library,Relink,RepairDocument
Deliverables,Content Type ID,ContentTypeId
Deliverables,Approver Comments,_ModerationComments
Deliverables,Name,FileLeafRef
Deliverables,Document Modified By,Modified_x0020_By
Deliverables,Document Created By,Created_x0020_By
Deliverables,File Type,File_x0020_Type
Deliverables,HTML File Type,HTML_x0020_File_x0020_Type
Deliverables,Source URL,_SourceUrl
Deliverables,Shared File Index,_SharedFileIndex
Deliverables,Compliance Asset Id,ComplianceAssetId
Deliverables,Title,Title
Deliverables,Template Link,TemplateUrl
Deliverables,HTML File Link,xd_ProgID
Deliverables,Is Signed,xd_Signature
Deliverables,Shortcut URL,_ShortcutUrl
Deliverables,Shortcut Site Id,_ShortcutSiteId
Deliverables,Shortcut Web Id,_ShortcutWebId
Deliverables,Shortcut Unique Id,_ShortcutUniqueId
Deliverables,Description,eaDescription
Deliverables,Pillar,eaPractice
Deliverables,Deliverable Type,dvDeliverableType
Deliverables,Artifact Identifier,eaID
