ListTitle,FieldTitle,FieldInternalName
Documents,HTML File Link,xd_ProgID
Documents,Is Signed,xd_Signature
Documents,Shortcut URL,_ShortcutUrl
Documents,Shortcut Site Id,_ShortcutSiteId
Documents,Shortcut Web Id,_ShortcutWebId
Documents,Shortcut Unique Id,_ShortcutUniqueId
Documents,Description,_ExtendedDescription
Documents,Trigger Flow Info,TriggerFlowInfo
Documents,ID,ID
Documents,Content Type,ContentType
Documents,Created,Created
Documents,Created By,Author
Documents,Modified,Modified
Documents,Modified By,Editor
Documents,Has Copy Destinations,_HasCopyDestinations
Documents,Copy Source,_CopySource
Documents,Approval Status,_ModerationStatus
Documents,URL Path,FileRef
Documents,Path,FileDirRef
Documents,Modified,Last_x0020_Modified
Documents,Created,Created_x0020_Date
Documents,File Size,File_x0020_Size
Documents,Item Type,FSObjType
Documents,Sort Type,SortBehavior
Documents,Effective Permissions Mask,PermMask
Documents,Principal Count,PrincipalCount
Documents,ID of the User who has the item Checked Out,CheckedOutUserId
Documents,Is Checked out to local,IsCheckedoutToLocal
Documents,Checked Out To,CheckoutUser
Documents,Unique Id,UniqueId
Documents,Client Id,SyncClientId
Documents,ProgId,ProgId
Documents,ScopeId,ScopeId
Documents,Virus Status,VirusStatus
Documents,Checked Out To,CheckedOutTitle
Documents,Check In Comment,_CheckinComment
Documents,Checked Out To,LinkCheckedOutTitle
Documents,Edit Menu Table Start,_EditMenuTableStart
Documents,Edit Menu Table Start,_EditMenuTableStart2
Documents,Edit Menu Table End,_EditMenuTableEnd
Documents,Name,LinkFilenameNoMenu
Documents,Name,LinkFilename
Documents,Name,LinkFilename2
Documents,Type,DocIcon
Documents,Server Relative URL,ServerUrl
Documents,Encoded Absolute URL,EncodedAbsUrl
Documents,Name,BaseName
Documents,File Size,FileSizeDisplay
Documents,Property Bag,MetaInfo
Documents,Level,_Level
Documents,Is Current Version,_IsCurrentVersion
Documents,Item Child Count,ItemChildCount
Documents,Folder Child Count,FolderChildCount
Documents,Restricted,Restricted
Documents,Originator Id,OriginatorId
Documents,NoExecute,NoExecute
Documents,Content Version,ContentVersion
Documents,Label setting,_ComplianceFlags
Documents,Retention label,_ComplianceTag
Documents,Retention label Applied,_ComplianceTagWrittenTime
Documents,Label applied by,_ComplianceTagUserId
Documents,Item is a Record,_IsRecord
Documents,BLOB Sequence Number,BSN
Documents,List Schema Version,_ListSchemaVersion
Documents,Dirty,_Dirty
Documents,Parsable,_Parsable
Documents,StubFile,_StubFile
Documents,HasEncryptedContent,_HasEncryptedContent
Documents,Access Policy,AccessPolicy
Documents,VirusStatus,_VirusStatus
Documents,VirusVendorID,_VirusVendorID
Documents,VirusInfo,_VirusInfo
Documents,Comment settings,_CommentFlags
Documents,Comment count,_CommentCount
Documents,Like count,_LikeCount
Documents,Rights Management Template Id,_RmsTemplateId
Documents,Sensitivity Label Id,_IpLabelId
Documents,Sensitivity,_DisplayName
Documents,Sensitivity Label Assignment Method,_IpLabelAssignmentMethod
Documents,A2OD Mount Count,A2ODMountCount
Documents,Expiration Date,_ExpirationDate
Documents,IpLabelHash,_IpLabelHash
Documents,App Created By,AppAuthor
Documents,App Modified By,AppEditor
Documents,Total Size,SMTotalSize
Documents,Last Modified Date,SMLastModifiedDate
Documents,Total File Stream Size,SMTotalFileStreamSize
Documents,Total File Count,SMTotalFileCount
Documents,Select,SelectTitle
Documents,Select,SelectFilename
Documents,Edit,Edit
Documents,owshiddenversion,owshiddenversion
Documents,UI Version,_UIVersion
Documents,Version,_UIVersionString
Documents,Instance ID,InstanceID
Documents,Order,Order
Documents,GUID,GUID
Documents,Workflow Version,WorkflowVersion
Documents,Workflow Instance ID,WorkflowInstanceID
Documents,Source Version (Converted Document),ParentVersionString
Documents,Source Name (Converted Document),ParentLeafName
Documents,Document Concurrency Number,DocConcurrencyNumber
Documents,Document Parent Identifier,ParentUniqueId
Documents,Document Stream Hash,StreamHash
Documents,Merge,Combine
Documents,Relink,RepairDocument
Draft Writers,Content Type ID,ContentTypeId
Draft Writers,Approver Comments,_ModerationComments
Draft Writers,Name,FileLeafRef
Draft Writers,Document Modified By,Modified_x0020_By
Draft Writers,Document Created By,Created_x0020_By
Draft Writers,File Type,File_x0020_Type
Draft Writers,HTML File Type,HTML_x0020_File_x0020_Type
Draft Writers,Source URL,_SourceUrl
Draft Writers,Shared File Index,_SharedFileIndex
Draft Writers,Compliance Asset Id,ComplianceAssetId
Draft Writers,Title,Title
Draft Writers,Template Link,TemplateUrl
Draft Writers,HTML File Link,xd_ProgID
Draft Writers,Is Signed,xd_Signature
Draft Writers,Shortcut URL,_ShortcutUrl
Draft Writers,Shortcut Site Id,_ShortcutSiteId
Draft Writers,Shortcut Web Id,_ShortcutWebId
Draft Writers,Shortcut Unique Id,_ShortcutUniqueId
Draft Writers,Document Type,Document_x0020_Type
Draft Writers,Draft Writers,Draft_x0020_Writers
Draft Writers,Draft Writing Due,Draft_x0020_Writing_x0020_Due
Draft Writers,Draft Writing Complete,Draft_x0020_Writing_x0020_Complete
Draft Writers,Notes,Notes0
Draft Writers,MediaServiceMetadata,MediaServiceMetadata
Draft Writers,MediaServiceFastMetadata,MediaServiceFastMetadata
Draft Writers,Status,Status1
Draft Writers,Phase,Phase_New
Draft Writers,Task,Task_New
Draft Writers,Sub-Task,Sub_x002d_Task_New
Draft Writers,Shared With,SharedWithUsers
Draft Writers,Shared With Details,SharedWithDetails
Draft Writers,Description,Description0
Draft Writers,Trigger Flow Info,TriggerFlowInfo
Draft Writers,Description,_ExtendedDescription
Draft Writers,ID,ID
Draft Writers,Content Type,ContentType
Draft Writers,Created,Created
Draft Writers,Created By,Author
Draft Writers,Modified,Modified
Draft Writers,Modified By,Editor
Draft Writers,Has Copy Destinations,_HasCopyDestinations
Draft Writers,Copy Source,_CopySource
Draft Writers,Approval Status,_ModerationStatus
Draft Writers,URL Path,FileRef
Draft Writers,Path,FileDirRef
Draft Writers,Modified,Last_x0020_Modified
Draft Writers,Created,Created_x0020_Date
Draft Writers,File Size,File_x0020_Size
Draft Writers,Item Type,FSObjType
Draft Writers,Sort Type,SortBehavior
Draft Writers,Effective Permissions Mask,PermMask
Draft Writers,Principal Count,PrincipalCount
Draft Writers,ID of the User who has the item Checked Out,CheckedOutUserId
Draft Writers,Is Checked out to local,IsCheckedoutToLocal
Draft Writers,Checked Out To,CheckoutUser
Draft Writers,Unique Id,UniqueId
Draft Writers,Client Id,SyncClientId
Draft Writers,ProgId,ProgId
Draft Writers,ScopeId,ScopeId
Draft Writers,Virus Status,VirusStatus
Draft Writers,Checked Out To,CheckedOutTitle
Draft Writers,Check In Comment,_CheckinComment
Draft Writers,Checked Out To,LinkCheckedOutTitle
Draft Writers,Edit Menu Table Start,_EditMenuTableStart
Draft Writers,Edit Menu Table Start,_EditMenuTableStart2
Draft Writers,Edit Menu Table End,_EditMenuTableEnd
Draft Writers,Name,LinkFilenameNoMenu
Draft Writers,Name,LinkFilename
Draft Writers,Name,LinkFilename2
Draft Writers,Type,DocIcon
Draft Writers,Server Relative URL,ServerUrl
Draft Writers,Encoded Absolute URL,EncodedAbsUrl
Draft Writers,Name,BaseName
Draft Writers,File Size,FileSizeDisplay
Draft Writers,Property Bag,MetaInfo
Draft Writers,Level,_Level
Draft Writers,Is Current Version,_IsCurrentVersion
Draft Writers,Item Child Count,ItemChildCount
Draft Writers,Folder Child Count,FolderChildCount
Draft Writers,Restricted,Restricted
Draft Writers,Originator Id,OriginatorId
Draft Writers,NoExecute,NoExecute
Draft Writers,Content Version,ContentVersion
Draft Writers,Label setting,_ComplianceFlags
Draft Writers,Retention label,_ComplianceTag
Draft Writers,Retention label Applied,_ComplianceTagWrittenTime
Draft Writers,Label applied by,_ComplianceTagUserId
Draft Writers,Item is a Record,_IsRecord
Draft Writers,BLOB Sequence Number,BSN
Draft Writers,List Schema Version,_ListSchemaVersion
Draft Writers,Dirty,_Dirty
Draft Writers,Parsable,_Parsable
Draft Writers,StubFile,_StubFile
Draft Writers,HasEncryptedContent,_HasEncryptedContent
Draft Writers,Access Policy,AccessPolicy
Draft Writers,VirusStatus,_VirusStatus
Draft Writers,VirusVendorID,_VirusVendorID
Draft Writers,VirusInfo,_VirusInfo
Draft Writers,Comment settings,_CommentFlags
Draft Writers,Comment count,_CommentCount
Draft Writers,Like count,_LikeCount
Draft Writers,Rights Management Template Id,_RmsTemplateId
Draft Writers,Sensitivity Label Id,_IpLabelId
Draft Writers,Sensitivity,_DisplayName
Draft Writers,Sensitivity Label Assignment Method,_IpLabelAssignmentMethod
Draft Writers,A2OD Mount Count,A2ODMountCount
Draft Writers,Expiration Date,_ExpirationDate
Draft Writers,IpLabelHash,_IpLabelHash
Draft Writers,App Created By,AppAuthor
Draft Writers,App Modified By,AppEditor
Draft Writers,Total Size,SMTotalSize
Draft Writers,Last Modified Date,SMLastModifiedDate
Draft Writers,Total File Stream Size,SMTotalFileStreamSize
Draft Writers,Total File Count,SMTotalFileCount
Draft Writers,Select,SelectTitle
Draft Writers,Select,SelectFilename
Draft Writers,Edit,Edit
Draft Writers,owshiddenversion,owshiddenversion
Draft Writers,UI Version,_UIVersion
Draft Writers,Version,_UIVersionString
Draft Writers,Instance ID,InstanceID
Draft Writers,Order,Order
Draft Writers,GUID,GUID
Draft Writers,Workflow Version,WorkflowVersion
Draft Writers,Workflow Instance ID,WorkflowInstanceID
Draft Writers,Source Version (Converted Document),ParentVersionString
Draft Writers,Source Name (Converted Document),ParentLeafName
Draft Writers,Document Concurrency Number,DocConcurrencyNumber
Draft Writers,Document Parent Identifier,ParentUniqueId
Draft Writers,Document Stream Hash,StreamHash
Draft Writers,Merge,Combine
Draft Writers,Relink,RepairDocument
Internal Draft Reviewers,Content Type ID,ContentTypeId
Internal Draft Reviewers,Approver Comments,_ModerationComments
Internal Draft Reviewers,Name,FileLeafRef
Internal Draft Reviewers,Document Modified By,Modified_x0020_By
Internal Draft Reviewers,Document Created By,Created_x0020_By
Internal Draft Reviewers,File Type,File_x0020_Type
Internal Draft Reviewers,HTML File Type,HTML_x0020_File_x0020_Type
Internal Draft Reviewers,Source URL,_SourceUrl
Internal Draft Reviewers,Shared File Index,_SharedFileIndex
Internal Draft Reviewers,Compliance Asset Id,ComplianceAssetId
Internal Draft Reviewers,Title,Title
Internal Draft Reviewers,Template Link,TemplateUrl
Internal Draft Reviewers,HTML File Link,xd_ProgID
Internal Draft Reviewers,Is Signed,xd_Signature
Internal Draft Reviewers,Shortcut URL,_ShortcutUrl
Internal Draft Reviewers,Shortcut Site Id,_ShortcutSiteId
Internal Draft Reviewers,Shortcut Web Id,_ShortcutWebId
Internal Draft Reviewers,Shortcut Unique Id,_ShortcutUniqueId
Internal Draft Reviewers,Description,_ExtendedDescription
Internal Draft Reviewers,Phase,Phase
Internal Draft Reviewers,Task,Task
Internal Draft Reviewers,Sub-Task,Sub_x002d_Task
Internal Draft Reviewers,Document Type,Document_x0020_Type
Internal Draft Reviewers,Internal Draft Reviewers,Internal_x0020_Draft_x0020_Reviewers
Internal Draft Reviewers,Internal Draft Review Due Date,Internal_x0020_Draft_x0020_Review_x0020_Due_x0020_Date
Internal Draft Reviewers,Internal Draft Complete,Internal_x0020_Draft_x0020_Complete
Internal Draft Reviewers,Notes,Notes0
Internal Draft Reviewers,Trigger Flow Info,TriggerFlowInfo
Internal Draft Reviewers,MediaServiceMetadata,MediaServiceMetadata
Internal Draft Reviewers,MediaServiceFastMetadata,MediaServiceFastMetadata
Internal Draft Reviewers,ID,ID
Internal Draft Reviewers,Content Type,ContentType
Internal Draft Reviewers,Created,Created
Internal Draft Reviewers,Created By,Author
Internal Draft Reviewers,Modified,Modified
Internal Draft Reviewers,Modified By,Editor
Internal Draft Reviewers,Has Copy Destinations,_HasCopyDestinations
Internal Draft Reviewers,Copy Source,_CopySource
Internal Draft Reviewers,Approval Status,_ModerationStatus
Internal Draft Reviewers,URL Path,FileRef
Internal Draft Reviewers,Path,FileDirRef
Internal Draft Reviewers,Modified,Last_x0020_Modified
Internal Draft Reviewers,Created,Created_x0020_Date
Internal Draft Reviewers,File Size,File_x0020_Size
Internal Draft Reviewers,Item Type,FSObjType
Internal Draft Reviewers,Sort Type,SortBehavior
Internal Draft Reviewers,Effective Permissions Mask,PermMask
Internal Draft Reviewers,Principal Count,PrincipalCount
Internal Draft Reviewers,ID of the User who has the item Checked Out,CheckedOutUserId
Internal Draft Reviewers,Is Checked out to local,IsCheckedoutToLocal
Internal Draft Reviewers,Checked Out To,CheckoutUser
Internal Draft Reviewers,Unique Id,UniqueId
Internal Draft Reviewers,Client Id,SyncClientId
Internal Draft Reviewers,ProgId,ProgId
Internal Draft Reviewers,ScopeId,ScopeId
Internal Draft Reviewers,Virus Status,VirusStatus
Internal Draft Reviewers,Checked Out To,CheckedOutTitle
Internal Draft Reviewers,Check In Comment,_CheckinComment
Internal Draft Reviewers,Checked Out To,LinkCheckedOutTitle
Internal Draft Reviewers,Edit Menu Table Start,_EditMenuTableStart
Internal Draft Reviewers,Edit Menu Table Start,_EditMenuTableStart2
Internal Draft Reviewers,Edit Menu Table End,_EditMenuTableEnd
Internal Draft Reviewers,Name,LinkFilenameNoMenu
Internal Draft Reviewers,Name,LinkFilename
Internal Draft Reviewers,Name,LinkFilename2
Internal Draft Reviewers,Type,DocIcon
Internal Draft Reviewers,Server Relative URL,ServerUrl
Internal Draft Reviewers,Encoded Absolute URL,EncodedAbsUrl
Internal Draft Reviewers,Name,BaseName
Internal Draft Reviewers,File Size,FileSizeDisplay
Internal Draft Reviewers,Property Bag,MetaInfo
Internal Draft Reviewers,Level,_Level
Internal Draft Reviewers,Is Current Version,_IsCurrentVersion
Internal Draft Reviewers,Item Child Count,ItemChildCount
Internal Draft Reviewers,Folder Child Count,FolderChildCount
Internal Draft Reviewers,Restricted,Restricted
Internal Draft Reviewers,Originator Id,OriginatorId
Internal Draft Reviewers,NoExecute,NoExecute
Internal Draft Reviewers,Content Version,ContentVersion
Internal Draft Reviewers,Label setting,_ComplianceFlags
Internal Draft Reviewers,Retention label,_ComplianceTag
Internal Draft Reviewers,Retention label Applied,_ComplianceTagWrittenTime
Internal Draft Reviewers,Label applied by,_ComplianceTagUserId
Internal Draft Reviewers,Item is a Record,_IsRecord
Internal Draft Reviewers,BLOB Sequence Number,BSN
Internal Draft Reviewers,List Schema Version,_ListSchemaVersion
Internal Draft Reviewers,Dirty,_Dirty
Internal Draft Reviewers,Parsable,_Parsable
Internal Draft Reviewers,StubFile,_StubFile
Internal Draft Reviewers,HasEncryptedContent,_HasEncryptedContent
Internal Draft Reviewers,Access Policy,AccessPolicy
Internal Draft Reviewers,VirusStatus,_VirusStatus
Internal Draft Reviewers,VirusVendorID,_VirusVendorID
Internal Draft Reviewers,VirusInfo,_VirusInfo
Internal Draft Reviewers,Comment settings,_CommentFlags
Internal Draft Reviewers,Comment count,_CommentCount
Internal Draft Reviewers,Like count,_LikeCount
Internal Draft Reviewers,Rights Management Template Id,_RmsTemplateId
Internal Draft Reviewers,Sensitivity Label Id,_IpLabelId
Internal Draft Reviewers,Sensitivity,_DisplayName
Internal Draft Reviewers,Sensitivity Label Assignment Method,_IpLabelAssignmentMethod
Internal Draft Reviewers,A2OD Mount Count,A2ODMountCount
Internal Draft Reviewers,Expiration Date,_ExpirationDate
Internal Draft Reviewers,IpLabelHash,_IpLabelHash
Internal Draft Reviewers,App Created By,AppAuthor
Internal Draft Reviewers,App Modified By,AppEditor
Internal Draft Reviewers,Total Size,SMTotalSize
Internal Draft Reviewers,Last Modified Date,SMLastModifiedDate
Internal Draft Reviewers,Total File Stream Size,SMTotalFileStreamSize
Internal Draft Reviewers,Total File Count,SMTotalFileCount
Internal Draft Reviewers,Select,SelectTitle
Internal Draft Reviewers,Select,SelectFilename
Internal Draft Reviewers,Edit,Edit
Internal Draft Reviewers,owshiddenversion,owshiddenversion
Internal Draft Reviewers,UI Version,_UIVersion
Internal Draft Reviewers,Version,_UIVersionString
Internal Draft Reviewers,Instance ID,InstanceID
Internal Draft Reviewers,Order,Order
Internal Draft Reviewers,GUID,GUID
Internal Draft Reviewers,Workflow Version,WorkflowVersion
Internal Draft Reviewers,Workflow Instance ID,WorkflowInstanceID
Internal Draft Reviewers,Source Version (Converted Document),ParentVersionString
Internal Draft Reviewers,Source Name (Converted Document),ParentLeafName
Internal Draft Reviewers,Document Concurrency Number,DocConcurrencyNumber
Internal Draft Reviewers,Document Parent Identifier,ParentUniqueId
Internal Draft Reviewers,Document Stream Hash,StreamHash
Internal Draft Reviewers,Merge,Combine
Internal Draft Reviewers,Relink,RepairDocument
Legal Reviewers,Content Type ID,ContentTypeId
Legal Reviewers,Approver Comments,_ModerationComments
Legal Reviewers,Name,FileLeafRef
Legal Reviewers,Document Modified By,Modified_x0020_By
Legal Reviewers,Document Created By,Created_x0020_By
Legal Reviewers,File Type,File_x0020_Type
Legal Reviewers,HTML File Type,HTML_x0020_File_x0020_Type
Legal Reviewers,Source URL,_SourceUrl
Legal Reviewers,Shared File Index,_SharedFileIndex
Legal Reviewers,Compliance Asset Id,ComplianceAssetId
Legal Reviewers,Title,Title
Legal Reviewers,Template Link,TemplateUrl
Legal Reviewers,HTML File Link,xd_ProgID
Legal Reviewers,Is Signed,xd_Signature
Legal Reviewers,Shortcut URL,_ShortcutUrl
Legal Reviewers,Shortcut Site Id,_ShortcutSiteId
Legal Reviewers,Shortcut Web Id,_ShortcutWebId
Legal Reviewers,Shortcut Unique Id,_ShortcutUniqueId
Legal Reviewers,Description,_ExtendedDescription
Legal Reviewers,Phase,Phase
Legal Reviewers,Task,Task
Legal Reviewers,Sub-Task,Sub_x002d_Task
Legal Reviewers,Document Type,Document_x0020_Type
Legal Reviewers,Owner,Owner
Legal Reviewers,Legal Reviewers,Legal_x0020_Reviewers
Legal Reviewers,Legal Review Due Date,Legal_x0020_Review_x0020_Due_x0020_Date
Legal Reviewers,Legal Review Complete,Legal_x0020_Review_x0020_Complete
Legal Reviewers,Notes,Notes0
Legal Reviewers,Trigger Flow Info,TriggerFlowInfo
Legal Reviewers,MediaServiceMetadata,MediaServiceMetadata
Legal Reviewers,MediaServiceFastMetadata,MediaServiceFastMetadata
Legal Reviewers,ID,ID
Legal Reviewers,Content Type,ContentType
Legal Reviewers,Created,Created
Legal Reviewers,Created By,Author
Legal Reviewers,Modified,Modified
Legal Reviewers,Modified By,Editor
Legal Reviewers,Has Copy Destinations,_HasCopyDestinations
Legal Reviewers,Copy Source,_CopySource
Legal Reviewers,Approval Status,_ModerationStatus
Legal Reviewers,URL Path,FileRef
Legal Reviewers,Path,FileDirRef
Legal Reviewers,Modified,Last_x0020_Modified
Legal Reviewers,Created,Created_x0020_Date
Legal Reviewers,File Size,File_x0020_Size
Legal Reviewers,Item Type,FSObjType
Legal Reviewers,Sort Type,SortBehavior
Legal Reviewers,Effective Permissions Mask,PermMask
Legal Reviewers,Principal Count,PrincipalCount
Legal Reviewers,ID of the User who has the item Checked Out,CheckedOutUserId
Legal Reviewers,Is Checked out to local,IsCheckedoutToLocal
Legal Reviewers,Checked Out To,CheckoutUser
Legal Reviewers,Unique Id,UniqueId
Legal Reviewers,Client Id,SyncClientId
Legal Reviewers,ProgId,ProgId
Legal Reviewers,ScopeId,ScopeId
Legal Reviewers,Virus Status,VirusStatus
Legal Reviewers,Checked Out To,CheckedOutTitle
Legal Reviewers,Check In Comment,_CheckinComment
Legal Reviewers,Checked Out To,LinkCheckedOutTitle
Legal Reviewers,Edit Menu Table Start,_EditMenuTableStart
Legal Reviewers,Edit Menu Table Start,_EditMenuTableStart2
Legal Reviewers,Edit Menu Table End,_EditMenuTableEnd
Legal Reviewers,Name,LinkFilenameNoMenu
Legal Reviewers,Name,LinkFilename
Legal Reviewers,Name,LinkFilename2
Legal Reviewers,Type,DocIcon
Legal Reviewers,Server Relative URL,ServerUrl
Legal Reviewers,Encoded Absolute URL,EncodedAbsUrl
Legal Reviewers,Name,BaseName
Legal Reviewers,File Size,FileSizeDisplay
Legal Reviewers,Property Bag,MetaInfo
Legal Reviewers,Level,_Level
Legal Reviewers,Is Current Version,_IsCurrentVersion
Legal Reviewers,Item Child Count,ItemChildCount
Legal Reviewers,Folder Child Count,FolderChildCount
Legal Reviewers,Restricted,Restricted
Legal Reviewers,Originator Id,OriginatorId
Legal Reviewers,NoExecute,NoExecute
Legal Reviewers,Content Version,ContentVersion
Legal Reviewers,Label setting,_ComplianceFlags
Legal Reviewers,Retention label,_ComplianceTag
Legal Reviewers,Retention label Applied,_ComplianceTagWrittenTime
Legal Reviewers,Label applied by,_ComplianceTagUserId
Legal Reviewers,Item is a Record,_IsRecord
Legal Reviewers,BLOB Sequence Number,BSN
Legal Reviewers,List Schema Version,_ListSchemaVersion
Legal Reviewers,Dirty,_Dirty
Legal Reviewers,Parsable,_Parsable
Legal Reviewers,StubFile,_StubFile
Legal Reviewers,HasEncryptedContent,_HasEncryptedContent
Legal Reviewers,Access Policy,AccessPolicy
Legal Reviewers,VirusStatus,_VirusStatus
Legal Reviewers,VirusVendorID,_VirusVendorID
Legal Reviewers,VirusInfo,_VirusInfo
Legal Reviewers,Comment settings,_CommentFlags
Legal Reviewers,Comment count,_CommentCount
Legal Reviewers,Like count,_LikeCount
Legal Reviewers,Rights Management Template Id,_RmsTemplateId
Legal Reviewers,Sensitivity Label Id,_IpLabelId
Legal Reviewers,Sensitivity,_DisplayName
Legal Reviewers,Sensitivity Label Assignment Method,_IpLabelAssignmentMethod
Legal Reviewers,A2OD Mount Count,A2ODMountCount
Legal Reviewers,Expiration Date,_ExpirationDate
Legal Reviewers,IpLabelHash,_IpLabelHash
Legal Reviewers,App Created By,AppAuthor
Legal Reviewers,App Modified By,AppEditor
Legal Reviewers,Total Size,SMTotalSize
Legal Reviewers,Last Modified Date,SMLastModifiedDate
Legal Reviewers,Total File Stream Size,SMTotalFileStreamSize
Legal Reviewers,Total File Count,SMTotalFileCount
Legal Reviewers,Select,SelectTitle
Legal Reviewers,Select,SelectFilename
Legal Reviewers,Edit,Edit
Legal Reviewers,owshiddenversion,owshiddenversion
Legal Reviewers,UI Version,_UIVersion
Legal Reviewers,Version,_UIVersionString
Legal Reviewers,Instance ID,InstanceID
Legal Reviewers,Order,Order
Legal Reviewers,GUID,GUID
Legal Reviewers,Workflow Version,WorkflowVersion
Legal Reviewers,Workflow Instance ID,WorkflowInstanceID
Legal Reviewers,Source Version (Converted Document),ParentVersionString
Legal Reviewers,Source Name (Converted Document),ParentLeafName
Legal Reviewers,Document Concurrency Number,DocConcurrencyNumber
Legal Reviewers,Document Parent Identifier,ParentUniqueId
Legal Reviewers,Document Stream Hash,StreamHash
Legal Reviewers,Merge,Combine
Legal Reviewers,Relink,RepairDocument
Lessons Learned,Content Type ID,ContentTypeId
Lessons Learned,Title,Title
Lessons Learned,Approver Comments,_ModerationComments
Lessons Learned,Title,LinkTitleNoMenu
Lessons Learned,Title,LinkTitle
Lessons Learned,Title,LinkTitle2
Lessons Learned,File Type,File_x0020_Type
Lessons Learned,Compliance Asset Id,ComplianceAssetId
Lessons Learned,WF Trigger,eaWFTrigger
Lessons Learned,Positive/Negative,lsnPosNeg
Lessons Learned,Description,eaDescription
Lessons Learned,Alternate ID,eaID
Lessons Learned,Identified By,eaIdentifiedBy
Lessons Learned,Date Identified,eaIdentifiedDate
Lessons Learned,Next Review,eaNextReviewDate
Lessons Learned,Category,eaTag
Lessons Learned,Project Area,eaProjectArea
Lessons Learned,Pillar,eaPractice
Lessons Learned,Impact Analysis,eaImpactAnalysis
Lessons Learned,Notes,eaNotes
Lessons Learned,Parent / Child Relationship,Parent_x0020__x002F__x0020_Child
Lessons Learned,Module,eaCohort
Lessons Learned,Enterprise Impact,eaEnterprise
Lessons Learned,Resolution Notes,eaResolution
Lessons Learned,Vendor,eaVendor
Lessons Learned,Criticality,eaCriticality
Lessons Learned,Source,eaSource
Lessons Learned,Owner,eaOwner
Lessons Learned,Action Notes,eaRecommendation
Lessons Learned,Implementation Status,cmImplementationStatus
Lessons Learned,Lesson Status,llStatus
Lessons Learned,Enterprise Keywords,TaxKeyword
Lessons Learned,TaxKeywordTaxHTField,TaxKeywordTaxHTField
Lessons Learned,Taxonomy Catch All Column,TaxCatchAll
Lessons Learned,ID,ID
Lessons Learned,Content Type,ContentType
Lessons Learned,Modified,Modified
Lessons Learned,Created,Created
Lessons Learned,Created By,Author
Lessons Learned,Modified By,Editor
Lessons Learned,Has Copy Destinations,_HasCopyDestinations
Lessons Learned,Copy Source,_CopySource
Lessons Learned,owshiddenversion,owshiddenversion
Lessons Learned,Workflow Version,WorkflowVersion
Lessons Learned,UI Version,_UIVersion
Lessons Learned,Version,_UIVersionString
Lessons Learned,Attachments,Attachments
Lessons Learned,Approval Status,_ModerationStatus
Lessons Learned,Edit,Edit
Lessons Learned,Select,SelectTitle
Lessons Learned,Instance ID,InstanceID
Lessons Learned,Order,Order
Lessons Learned,GUID,GUID
Lessons Learned,Workflow Instance ID,WorkflowInstanceID
Lessons Learned,URL Path,FileRef
Lessons Learned,Path,FileDirRef
Lessons Learned,Modified,Last_x0020_Modified
Lessons Learned,Created,Created_x0020_Date
Lessons Learned,Item Type,FSObjType
Lessons Learned,Sort Type,SortBehavior
Lessons Learned,Effective Permissions Mask,PermMask
Lessons Learned,Principal Count,PrincipalCount
Lessons Learned,Name,FileLeafRef
Lessons Learned,Unique Id,UniqueId
Lessons Learned,Client Id,SyncClientId
Lessons Learned,ProgId,ProgId
Lessons Learned,ScopeId,ScopeId
Lessons Learned,HTML File Type,HTML_x0020_File_x0020_Type
Lessons Learned,Edit Menu Table Start,_EditMenuTableStart
Lessons Learned,Edit Menu Table Start,_EditMenuTableStart2
Lessons Learned,Edit Menu Table End,_EditMenuTableEnd
Lessons Learned,Name,LinkFilenameNoMenu
Lessons Learned,Name,LinkFilename
Lessons Learned,Name,LinkFilename2
Lessons Learned,Type,DocIcon
Lessons Learned,Server Relative URL,ServerUrl
Lessons Learned,Encoded Absolute URL,EncodedAbsUrl
Lessons Learned,File Name,BaseName
Lessons Learned,Property Bag,MetaInfo
Lessons Learned,Level,_Level
Lessons Learned,Is Current Version,_IsCurrentVersion
Lessons Learned,Item Child Count,ItemChildCount
Lessons Learned,Folder Child Count,FolderChildCount
Lessons Learned,Restricted,Restricted
Lessons Learned,Originator Id,OriginatorId
Lessons Learned,NoExecute,NoExecute
Lessons Learned,Content Version,ContentVersion
Lessons Learned,Label setting,_ComplianceFlags
Lessons Learned,Retention label,_ComplianceTag
Lessons Learned,Retention label Applied,_ComplianceTagWrittenTime
Lessons Learned,Label applied by,_ComplianceTagUserId
Lessons Learned,Item is a Record,_IsRecord
Lessons Learned,Access Policy,AccessPolicy
Lessons Learned,VirusStatus,_VirusStatus
Lessons Learned,VirusVendorID,_VirusVendorID
Lessons Learned,VirusInfo,_VirusInfo
Lessons Learned,App Created By,AppAuthor
Lessons Learned,App Modified By,AppEditor
Lessons Learned,Total Size,SMTotalSize
Lessons Learned,Last Modified Date,SMLastModifiedDate
Lessons Learned,Total File Stream Size,SMTotalFileStreamSize
Lessons Learned,Total File Count,SMTotalFileCount
Lessons Learned,Comment settings,_CommentFlags
Lessons Learned,Comment count,_CommentCount
Master Page Gallery,Content Type ID,ContentTypeId
Master Page Gallery,Approver Comments,_ModerationComments
Master Page Gallery,Name,FileLeafRef
Master Page Gallery,Document Modified By,Modified_x0020_By
Master Page Gallery,Document Created By,Created_x0020_By
Master Page Gallery,File Type,File_x0020_Type
Master Page Gallery,HTML File Type,HTML_x0020_File_x0020_Type
Master Page Gallery,Source URL,_SourceUrl
Master Page Gallery,Shared File Index,_SharedFileIndex
Master Page Gallery,Compliance Asset Id,ComplianceAssetId
